"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"865","579","S. Battier†|†B. Cardinal†|†P. Gasol†|†M. Miller†|†E. Watson","MEM","2004-05","6","21.0","41","42","94.8","34.3","73.1",".469","6.9","18.3",".375",".516","36.5","43.4",".842","111.9","16.0","11.4","4.6","13.7","27.4","0.0","-2.3","+.014","+4.6","+6.9","+.175","+.046","+11.4","+9.1","+.109","+16.0","Shane Battier","Brian Cardinal","Pau Gasol","Mike Miller","Earl Watson","/players/b/battish01.html","/players/c/cardibr01.html","/players/g/gasolpa01.html","/players/m/millemi01.html","/players/w/watsoea01.html"
"875","580","J. Barry†|†T. McGrady†|†Y. Ming†|†S. Padgett†|†R. Strickland","HOU","2004-05","6","20.9","35","32","77.1","41.4","85.1",".486","2.3","18.4",".125",".500","9.2","13.8",".667","94.3","25.3","4.6","4.6","6.9","16.1","+18.4","+18.4","+.142","-2.3","+9.2","-.375","+.121","0.0","0.0",".000","+34.5","Jon Barry","Tracy McGrady","Yao Ming","Scott Padgett","Rod Strickland","/players/b/barryjo01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/p/padgesc01.html","/players/s/stricro02.html"
"905","581","C. Andersen†|†P. Brown†|†C. Jacobsen†|†B. Nachbar†|†J. Smith","NOH","2004-05","6","20.9","38","37","86.0","39.0","77.9",".500","6.9","20.6",".333",".544","18.3","25.2",".727","103.1","25.2","2.3","6.9","13.8","22.9","+4.6","0.0","+.059","+4.6","+9.2","+.133","+.088","-4.6","0.0","-.182","+9.2","Chris Andersen","P.J. Brown","Casey Jacobsen","Bo≈°tjan Nachbar","J.R. Smith","/players/a/anderch01.html","/players/b/brownpj01.html","/players/j/jacobca01.html","/players/n/nachbbo01.html","/players/s/smithjr01.html"
"919","582","M. Evans†|†E. House†|†K. Martin†|†G. Ostertag†|†D. Songaila","SAC","2004-05","5","20.9","35","37","82.5","32.1","91.7",".350","0.0","11.5",".000",".350","6.9","11.5",".600","71.1","11.5","4.6","6.9","4.6","11.5","+4.6","+6.9","+.026","-2.3","-2.3","-.167","+.012","-4.6","-4.6","-.114","+2.3","Maurice Evans","Eddie House","Kevin Martin","Greg Ostertag","Darius Songaila","/players/e/evansma01.html","/players/h/houseed01.html","/players/m/martike02.html","/players/o/ostergr01.html","/players/s/songada01.html"
"925","583","S. Battier†|†M. Miller†|†E. Watson†|†B. Wells†|†L. Wright","MEM","2004-05","7","20.9","36","38","84.9","22.9","75.7",".303","4.6","18.3",".250",".333","22.9","27.5",".833","73.4","13.8","0.0","9.2","6.9","18.3","-2.3","-6.9","-.003","+2.3","+2.3","+.107","+.014","+2.3","+4.6","-.067","0.0","Shane Battier","Mike Miller","Earl Watson","Bonzi Wells","Lorenzen Wright","/players/b/battish01.html","/players/m/millemi01.html","/players/w/watsoea01.html","/players/w/wellsbo01.html","/players/w/wrighlo02.html"
"935","584","M. James†|†T. McGrady†|†Y. Ming†|†S. Padgett†|†D. Wesley","HOU","2004-05","6","20.9","46","46","105.8","48.3","101.2",".477","6.9","36.8",".188",".511","25.3","25.3","1.000","128.7","27.6","11.5","11.5","13.8","36.8","+25.3","+18.4","+.199","0.0","+13.8","-.113","+.192","-16.1","-32.2","+.280","+34.5","Mike James","Tracy McGrady","Yao Ming","Scott Padgett","David Wesley","/players/j/jamesmi01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/p/padgesc01.html","/players/w/wesleda01.html"
"945","585","P. Brezec†|†J. Hart†|†J. Kapono†|†E. Okafor†|†K. Rush","CHA","2004-05","8","20.9","43","39","94.3","36.8","87.4",".421","4.6","20.7",".222",".447","20.7","29.9",".692","98.9","18.4","6.9","6.9","18.4","16.1","0.0","+16.1","-.095","+2.3","+16.1","-.278","-0.085","+6.9","+11.5","-.058","+9.2","Primo≈æ Brezec","Jason Hart","Jason Kapono","Emeka Okafor","Kareem Rush","/players/b/brezepr01.html","/players/h/hartja01.html","/players/k/kaponja01.html","/players/o/okafoem01.html","/players/r/rushka01.html"
"955","586","R. Alston†|†C. Bosh†|†L. Murray†|†M. Peterson†|†J. Rose","TOR","2004-05","4","20.8","44","46","103.8","34.6","83.1",".417","13.8","27.7",".500",".500","34.6","43.8",".789","117.7","20.8","4.6","0.0","13.8","36.9","0.0","-2.3","+.011","+13.8","+16.2","+.500","+.095","-11.5","-13.8","-.011","+2.3","Rafer Alston","Chris Bosh","Lamond Murray","Morris Peterson","Jalen Rose","/players/a/alstora01.html","/players/b/boshch01.html","/players/m/murrala01.html","/players/p/petermo01.html","/players/r/roseja01.html"
"965","587","R. Buford†|†J. Collins†|†R. Jefferson†|†B. Scalabrine†|†J. Vaughn","NJN","2004-05","6","20.8","35","36","81.9","34.6","83.1",".417","4.6","11.5",".400",".444","11.5","16.2",".714","85.4","23.1","0.0","2.3","6.9","20.8","+2.3","-2.3","+.038","+2.3","-11.5","+.300","+.053","-2.3","0.0","-.143","+4.6","Rodney Buford","Jason Collins","Richard Jefferson","Brian Scalabrine","Jacque Vaughn","/players/b/buforro01.html","/players/c/collija04.html","/players/j/jefferi01.html","/players/s/scalabr01.html","/players/v/vaughja01.html"
"975","588","S. Jackson†|†F. Jones†|†J. O'Neal†|†S. Pollard†|†J. Tinsley","IND","2004-05","3","20.8","36","36","82.9","41.5","106.0",".391","6.9","23.0",".300",".424","9.2","9.2","1.000","99.1","25.3","9.2","4.6","16.1","25.3","+6.9","+36.9","-.109","+6.9","+20.7","+.300","-0.076","-9.2","-23.0","+.429","+11.5","Stephen Jackson","Fred Jones","Jermaine O'Neal","Scot Pollard","Jamaal Tinsley","/players/j/jacksst02.html","/players/j/jonesfr01.html","/players/o/onealje01.html","/players/p/pollasc01.html","/players/t/tinslja01.html"
"985","589","E. Griffin†|†T. Hassell†|†F. Hoiberg†|†T. Hudson†|†M. Madsen","MIN","2004-05","6","20.7","32","36","78.7","39.4","81.1",".486","16.2","32.4",".500",".586","16.2","18.5",".875","111.2","25.5","4.6","4.6","2.3","23.2","0.0","+6.9","-.046","+13.9","+25.5","+.167","+.039","-9.3","-11.6","+.029","+4.6","Eddie Griffin","Trenton Hassell","Fred Hoiberg","Troy Hudson","Mark Madsen","/players/g/griffed01.html","/players/h/hassetr01.html","/players/h/hoibefr01.html","/players/h/hudsotr01.html","/players/m/madsema01.html"
"995","590","E. Dampier†|†M. Daniels†|†M. Finley†|†D. Nowitzki†|†J. Terry","DAL","2004-05","10","20.7","39","36","86.9","41.7","76.5",".545","4.6","9.3",".500",".576","16.2","20.9",".778","104.3","18.5","4.6","7.0","18.5","11.6","+11.6","-2.3","+.163","+4.6","0.0","+.500","+.193","+11.6","+11.6","+.278","+39.4","Erick Dampier","Marquis Daniels","Michael Finley","Dirk Nowitzki","Jason Terry","/players/d/dampier01.html","/players/d/daniema01.html","/players/f/finlemi01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"1005","591","S. Hunter†|†C. Jacobsen†|†J. Johnson†|†S. Marion†|†S. Nash","PHO","2004-05","10","20.6","42","40","95.7","49.0","95.7",".512","7.0","14.0",".500",".549","16.3","23.4",".700","121.4","21.0","11.7","7.0","11.7","9.3","+11.7","+16.3","+.042","+2.3","+7.0","-.167","+.049","+7.0","+9.3","+.033","+32.7","Steven Hunter","Casey Jacobsen","Joe Johnson","Shawn Marion","Steve Nash","/players/h/huntest01.html","/players/j/jacobca01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/n/nashst01.html"
"1019","592","S. Dalembert†|†W. Green†|†A. Iguodala†|†K. Korver†|†C. Williamson","PHI","2004-05","4","20.6","40","40","93.4","23.3","81.7",".286","4.7","21.0",".222",".314","18.7","23.3",".800","70.0","16.3","9.3","4.7","18.7","28.0","+4.7","+16.3",".000","+2.3","+2.3","+.097","+.011","-9.3","-16.3","+.094","+2.3","Samuel Dalembert","Willie Green","Andre Iguodala","Kyle Korver","Corliss Williamson","/players/d/dalemsa01.html","/players/g/greenwi01.html","/players/i/iguodan01.html","/players/k/korveky01.html","/players/w/willico02.html"
"1025","593","T. Chandler†|†C. Duhon†|†B. Gordon†|†O. Harrington†|†K. Hinrich","CHI","2004-05","6","20.5","40","39","92.5","32.8","84.3",".389","9.4","23.4",".400",".444","35.1","37.5",".938","110.0","23.4","4.7","7.0","11.7","35.1","-2.3","+7.0","-.066","+7.0","+14.0","+.150","-0.025","+9.4","+2.3","+.204","+11.7","Tyson Chandler","Chris Duhon","Ben Gordon","Othella Harrington","Kirk Hinrich","/players/c/chandty01.html","/players/d/duhonch01.html","/players/g/gordobe01.html","/players/h/harriot01.html","/players/h/hinriki01.html"
"1035","594","P. Brezec†|†J. Hart†|†J. Kapono†|†E. Okafor†|†G. Wallace","CHA","2004-05","6","20.5","38","39","90.3","39.9","86.8",".459","4.7","4.7","1.000",".486","2.3","4.7",".500","86.8","25.8","2.3","4.7","16.4","23.5","+16.4","0.0","+.189","+2.3","-11.7","+.857","+.203","-32.8","-37.5","-.333","+2.3","Primo≈æ Brezec","Jason Hart","Jason Kapono","Emeka Okafor","Gerald Wallace","/players/b/brezepr01.html","/players/h/hartja01.html","/players/k/kaponja01.html","/players/o/okafoem01.html","/players/w/wallage01.html"
"1045","595","A. Croshere†|†J. Foster†|†A. Johnson†|†J. Jones†|†R. Miller","IND","2004-05","8","20.4","37","34","83.3","32.9","77.5",".424","11.7","28.2",".417",".500","18.8","25.8",".727","96.3","23.5","2.3","2.3","11.7","32.9","+9.4","+2.3","+.112","+9.4","+14.1","+.250","+.172","-21.1","-25.8","-.045","+7.0","Austin Croshere","Jeff Foster","Anthony Johnson","James Jones","Reggie Miller","/players/c/croshau01.html","/players/f/fosteje01.html","/players/j/johnsan02.html","/players/j/jonesja02.html","/players/m/millere01.html"
"1055","596","T. Ariza†|†A. Houston†|†S. Marbury†|†N. Mohammed†|†K. Thomas","NYK","2004-05","8","20.4","38","38","89.6","47.2","73.1",".645","9.4","16.5",".571",".710","11.8","14.1",".833","115.5","18.9","9.4","2.4","16.5","21.2","+14.1","-14.1","+.267","+2.4","-7.1","+.271","+.291","-4.7","-9.4","+.133","+25.9","Trevor Ariza","Allan Houston","Stephon Marbury","Nazr Mohammed","Kurt Thomas","/players/a/arizatr01.html","/players/h/houstal01.html","/players/m/marbust01.html","/players/m/mohamna01.html","/players/t/thomaku01.html"
"1065","597","J. Jones†|†R. Miller†|†J. O'Neal†|†S. Pollard†|†J. Tinsley","IND","2004-05","3","20.4","37","37","87.0","40.0","82.3",".486","4.7","9.4",".500",".514","25.9","28.2",".917","110.6","14.1","7.1","4.7","7.1","21.2","+11.8","+18.8","+.041","0.0","-2.4","+.100","+.033","+14.1","+7.1","+.361","+37.6","James Jones","Reggie Miller","Jermaine O'Neal","Scot Pollard","Jamaal Tinsley","/players/j/jonesja02.html","/players/m/millere01.html","/players/o/onealje01.html","/players/p/pollasc01.html","/players/t/tinslja01.html"
"1075","598","C. Cheaney†|†M. Dunleavy†|†D. Fisher†|†T. Murphy†|†C. Robinson","GSW","2004-05","6","20.4","39","41","94.0","37.6","84.6",".444","7.1","14.1",".500",".486","18.8","30.6",".615","101.1","25.9","4.7","0.0","2.4","23.5","0.0","+7.1","-.040","+4.7","+7.1","+.167","-0.014","-4.7","-4.7","-.051","0.0","Calbert Cheaney","Mike Dunleavy","Derek Fisher","Troy Murphy","Clifford Robinson","/players/c/cheanca01.html","/players/d/dunlemi02.html","/players/f/fishede01.html","/players/m/murphtr01.html","/players/r/robincl02.html"
"1085","599","S. Cassell†|†K. Garnett†|†F. Hoiberg†|†W. Szczerbiak†|†J. Thomas","MIN","2004-05","6","20.4","40","39","92.8","37.6","77.5",".485","4.7","14.1",".333",".515","25.8","32.9",".786","105.7","21.1","4.7","7.0","14.1","21.1","+9.4","-11.7","+.169","-2.3","-18.8","+.119","+.160","+11.7","+18.8","-.214","+28.2","Sam Cassell","Kevin Garnett","Fred Hoiberg","Wally Szczerbiak","John Thomas","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hoibefr01.html","/players/s/szczewa02.html","/players/t/thomajo02.html"
"1095","600","V. Carter†|†J. Kidd†|†N. Krstic†|†B. Thomas†|†J. Vaughn","NJN","2004-05","4","20.4","42","40","96.6","35.3","73.0",".484","14.1","23.6",".600",".581","33.0","47.1",".700","117.8","21.2","9.4","7.1","14.1","18.9","0.0","-7.1","+.043","+7.1","0.0","+.300","+.095","+11.8","+23.6","-.200","+18.9","Vince Carter","Jason Kidd","Nenad Krstiƒá","Billy Thomas","Jacque Vaughn","/players/c/cartevi01.html","/players/k/kiddja01.html","/players/k/krstine01.html","/players/t/thomabi01.html","/players/v/vaughja01.html"
"218","601","M. Daniels†|†A. Henderson†|†D. Nowitzki†|†J. Terry†|†K. Van Horn","DAL","2004-05","7","20.3","36","38","87.6","40.2","78.1",".515","11.8","18.9",".625",".591","35.5","37.9",".938","127.8","18.9","2.4","2.4","4.7","11.8","+4.7","-4.7","+.087","+7.1","0.0","+.375","+.134","+28.4","+26.0","+.338","+45.0","Marquis Daniels","Alan Henderson","Dirk Nowitzki","Jason Terry","Keith Van Horn","/players/d/daniema01.html","/players/h/hendeal01.html","/players/n/nowitdi01.html","/players/t/terryja01.html","/players/v/vanhoke01.html"
"320","602","J. Barry†|†T. McGrady†|†Y. Ming†|†B. Sura†|†M. Taylor","HOU","2004-05","7","20.3","38","35","86.4","40.3","85.3",".472","7.1","14.2",".500",".514","37.9","42.6",".889","125.5","28.4","7.1","7.1","7.1","28.4","+21.3","+30.8","+.124","+7.1","0.0","+.500","+.166","+18.9","0.0","+.444","+68.7","Jon Barry","Tracy McGrady","Yao Ming","Bob Sura","Maurice Taylor","/players/b/barryjo01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/s/surabo01.html","/players/t/tayloma01.html"
"418","603","M. Barnes†|†M. Bibby†|†B. Jackson†|†G. Ostertag†|†D. Songaila","SAC","2004-05","8","20.3","40","36","90.1","37.9","90.1",".421","7.1","14.2",".500",".461","30.8","42.7",".722","113.8","23.7","7.1","4.7","4.7","14.2","+4.7","-4.7","+.071","-2.4","-4.7",".000","+.061","+30.8","+42.7","","+37.9","Matt Barnes","Mike Bibby","Bobby Jackson","Greg Ostertag","Darius Songaila","/players/b/barnema02.html","/players/b/bibbymi01.html","/players/j/jacksbo01.html","/players/o/ostergr01.html","/players/s/songada01.html"
"520","604","A. Croshere†|†D. Harrison†|†F. Jones†|†R. Miller†|†J. Tinsley","IND","2004-05","3","20.3","40","38","92.0","44.8","87.3",".514","11.8","26.0",".455",".581","14.2","14.2","1.000","115.6","35.4","9.4","14.2","18.9","18.9","+14.2","+7.1","+.131","+11.8","+18.9","+.455","+.199","+4.7","-2.4","+.429","+44.8","Austin Croshere","David Harrison","Fred Jones","Reggie Miller","Jamaal Tinsley","/players/c/croshau01.html","/players/h/harrida01.html","/players/j/jonesfr01.html","/players/m/millere01.html","/players/t/tinslja01.html"
"618","605","S. Abdur-Rahim†|†R. Frahm†|†D. Miles†|†T. Ratliff†|†D. Stoudamire","POR","2004-05","5","20.2","38","37","89.2","40.4","95.1",".425","4.8","23.8",".200",".450","14.3","16.6",".857","99.9","19.0","4.8","7.1","11.9","11.9","-2.4","-7.1","+.006","0.0","+14.3","-.300","+.008","+4.8","+7.1","-.143","0.0","Shareef Abdur-Rahim","Richie Frahm","Darius Miles","Theo Ratliff","Damon Stoudamire","/players/a/abdursh01.html","/players/f/frahmri01.html","/players/m/milesda01.html","/players/r/ratlith01.html","/players/s/stoudda01.html"
"720","606","Z. Ilgauskas†|†L. James†|†J. McInnis†|†E. Snow†|†A. Varej„o","CLE","2004-05","9","20.2","35","35","83.0","37.9","80.6",".471","11.9","30.8",".385",".544","11.9","16.6",".714","99.6","21.3","2.4","9.5","4.7","33.2","+9.5","+21.3","-.009","+7.1","+21.3","-.115","+.024","-14.2","-23.7","+.067","+11.9","Zydrunas Ilgauskas","LeBron James","Jeff McInnis","Eric Snow","Anderson Varej√£o","/players/i/ilgauzy01.html","/players/j/jamesle01.html","/players/m/mcinnje01.html","/players/s/snower01.html","/players/v/varejan01.html"
"818","607","H. Eisley†|†M. Harpring†|†K. Humphries†|†M. Okur†|†K. Snyder","UTA","2004-05","7","20.2","38","35","86.8","42.8","73.7",".581","7.1","7.1","1.000",".629","14.3","28.5",".500","107.0","30.9","9.5","4.8","19.0","23.8","+14.3","+2.4","+.181","+2.4","-7.1","+.667","+.196","-9.5","+2.4","-.409","+21.4","Howard Eisley","Matt Harpring","Kris Humphries","Mehmet Okur","Kirk Snyder","/players/e/eisleho01.html","/players/h/harprma01.html","/players/h/humphkr01.html","/players/o/okurme01.html","/players/s/snydeki01.html"
"920","608","W. Green†|†A. Iguodala†|†A. Iverson†|†B. Skinner†|†K. Thomas","PHI","2004-05","6","20.2","43","40","98.5","33.2","75.9",".438","2.4","11.9",".200",".453","21.4","30.8",".692","90.1","14.2","16.6","0.0","19.0","23.7","+2.4","+19.0","-.104","-2.4","-7.1","-.050","-0.130","-2.4","0.0","-.077","0.0","Willie Green","Andre Iguodala","Allen Iverson","Brian Skinner","Kenny Thomas","/players/g/greenwi01.html","/players/i/iguodan01.html","/players/i/iversal01.html","/players/s/skinnbr01.html","/players/t/thomake01.html"
"1020","609","M. Banks†|†M. Blount†|†R. LaFrentz†|†P. Pierce†|†J. Welsch","BOS","2004-05","4","20.1","40","40","95.8","43.1","74.2",".581","12.0","16.8",".714",".661","16.8","16.8","1.000","114.9","26.3","7.2","0.0","23.9","26.3","+12.0","-19.2","+.247","+4.8","-2.4","+.339","+.289","-2.4","-12.0","+.333","+26.3","Marcus Banks","Mark Blount","Raef LaFrentz","Paul Pierce","Ji≈ô√≠ Welsch","/players/b/banksma01.html","/players/b/blounma01.html","/players/l/lafrera01.html","/players/p/piercpa01.html","/players/w/welscji01.html"
"116","610","E. Brand†|†R. Brunson†|†M. Jaric†|†C. Maggette†|†M. Moore","LAC","2004-05","5","20.1","37","41","93.2","23.9","62.1",".385","4.8","9.6",".500",".423","21.5","26.3",".818","74.1","16.7","11.9","11.9","28.7","23.9","+2.4","-23.9","+.135","0.0","-16.7","+.318","+.145","-2.4","-4.8","+.049","+2.4","Elton Brand","Rick Brunson","Marko Jariƒá","Corey Maggette","Mikki Moore","/players/b/brandel01.html","/players/b/brunsri01.html","/players/j/jaricma01.html","/players/m/maggeco01.html","/players/m/mooremi01.html"
"126","611","C. Cheaney†|†D. Fisher†|†A. Foyle†|†E. N·jera†|†M. PiÈtrus","GSW","2004-05","6","20.1","39","37","90.9","50.2","88.5",".568","7.2","16.7",".429",".608","23.9","28.7",".833","131.5","35.9","9.6","7.2","9.6","21.5","+26.3","+23.9","+.197","+4.8","+7.2","+.179","+.219","+9.6","+9.6","+.083","+67.0","Calbert Cheaney","Derek Fisher","Adonal Foyle","Eduardo N√°jera","Micka√´l Pi√©trus","/players/c/cheanca01.html","/players/f/fishede01.html","/players/f/foylead01.html","/players/n/najered01.html","/players/p/pietrmi01.html"
"136","612","D. Miles†|†T. Outlaw†|†R. Patterson†|†J. Przybilla†|†D. Stoudamire","POR","2004-05","5","20.1","34","35","82.3","43.0","78.8",".545","7.2","16.7",".429",".591","14.3","19.1",".750","107.4","33.4","9.5","4.8","7.2","16.7","+16.7","+2.4","+.202","+4.8","+4.8","+.229","+.232","-2.4","0.0","-.125","+35.8","Darius Miles","Travis Outlaw","Ruben Patterson","Joel Przybilla","Damon Stoudamire","/players/m/milesda01.html","/players/o/outlatr01.html","/players/p/patteru01.html","/players/p/przybjo01.html","/players/s/stoudda01.html"
"146","613","M. Bibby†|†C. Mobley†|†G. Ostertag†|†P. Stojakovic†|†C. Webber","SAC","2004-05","2","20.1","38","37","89.5","45.3","93.1",".487","9.5","23.9",".400",".538","7.2","7.2","1.000","107.4","21.5","2.4","0.0","7.2","14.3","+9.5","-4.8","+.121","+2.4","+14.3","-.350","+.136","-4.8","-7.2","+.167","+16.7","Mike Bibby","Cuttino Mobley","Greg Ostertag","Peja Stojakoviƒá","Chris Webber","/players/b/bibbymi01.html","/players/m/moblecu01.html","/players/o/ostergr01.html","/players/s/stojape01.html","/players/w/webbech01.html"
